page,node_id,path,characters,font_family,font_weight,font_size,color
🔵 Design System,I101:1609;91:1226,"Alert/Alert/State=Warning, Style=Filled/Content/Buttons/Text Button/Button",Button,Inter,600,16.0,#FFFFFF~0.6
🔵 Design System,101:1614,"Alert/Alert/State=Error, Style=Filled/Content/Text/Title",Title,Bai Jamjuree,600,16.0,#FFFFFF
🔵 Design System,101:1615,"Alert/Alert/State=Error, Style=Filled/Content/Text/Get immediate alerts and a notification badge.",Get immediate alerts and a notification badge.,Inter,400,14.0,#FFFFFF~0.6
🔵 Design System,I101:1617;89:1360,"Alert/Alert/State=Error, Style=Filled/Content/Buttons/Text Button/Button",Button,Inter,600,16.0,#FFFFFF
🔵 Design System,I101:1618;91:1226,"Alert/Alert/State=Error, Style=Filled/Content/Buttons/Text Button/Button",Button,Inter,600,16.0,#FFFFFF~0.6
🔵 Design System,57:893,Input/Input,Input,Bai Jamjuree,600,48.0,#131927
🔵 Design System,64:1152,Input/Size/Heading/Large,Large,Inter,400,16.0,#131927
🔵 Design System,64:1153,Input/Size/Heading/Medium,Medium,Inter,400,16.0,#131927
🔵 Design System,64:1158,Input/State/Default,Default,Inter,400,16.0,#131927
🔵 Design System,64:1159,Input/State/Filled,Filled,Inter,400,16.0,#131927
🔵 Design System,64:1160,Input/State/Hover,Hover,Inter,400,16.0,#131927
🔵 Design System,64:1161,Input/State/Focus,Focus,Inter,400,16.0,#131927
🔵 Design System,64:1162,Input/State/Disabled,Disabled,Inter,400,16.0,#131927
🔵 Design System,64:1163,Input/State/Success,Success,Inter,400,16.0,#131927
🔵 Design System,64:1165,Input/State/Info,Info,Inter,400,16.0,#131927
🔵 Design System,64:1166,Input/State/Warning,Warning,Inter,400,16.0,#131927
🔵 Design System,64:1167,Input/State/Error,Error,Inter,400,16.0,#131927
🔵 Design System,2448:6782,"Input/Input/State=Default, Size=Large, Style=Outline/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:6783,"Input/Input/State=Default, Size=Large, Style=Outline/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1078,"Input/Input/State=Default, Size=Large, Style=Outline/Input/Left Content/Placeholder",Placeholder,Inter,400,16.0,#9EA2AE
🔵 Design System,64:1081,"Input/Input/State=Default, Size=Large, Style=Outline/Helper Text/Helper Text",Helper Text,Inter,400,14.0,#9EA2AE
🔵 Design System,2448:6844,"Input/Input/State=Filled, Size=Large, Style=Outline/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:6845,"Input/Input/State=Filled, Size=Large, Style=Outline/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1108,"Input/Input/State=Filled, Size=Large, Style=Outline/Input/Left Content/Placeholder",Placeholder,Inter,400,16.0,#131927
🔵 Design System,64:1111,"Input/Input/State=Filled, Size=Large, Style=Outline/Helper Text/Helper Text",Helper Text,Inter,400,14.0,#9EA2AE
🔵 Design System,2448:6856,"Input/Input/State=Hover, Size=Large, Style=Outline/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:6857,"Input/Input/State=Hover, Size=Large, Style=Outline/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1120,"Input/Input/State=Hover, Size=Large, Style=Outline/Input/Left Content/Placeholder",Placeholder,Inter,400,16.0,#9EA2AE
🔵 Design System,64:1123,"Input/Input/State=Hover, Size=Large, Style=Outline/Helper Text/Helper Text",Helper Text,Inter,400,14.0,#9EA2AE
🔵 Design System,2448:6862,"Input/Input/State=Focus, Size=Large, Style=Outline/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:6863,"Input/Input/State=Focus, Size=Large, Style=Outline/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1132,"Input/Input/State=Focus, Size=Large, Style=Outline/Input/Left Content/|Typing",|Typing,Inter,400,16.0,#131927
🔵 Design System,64:1135,"Input/Input/State=Focus, Size=Large, Style=Outline/Helper Text/Helper Text",Helper Text,Inter,400,14.0,#4E61F6
🔵 Design System,2448:6958,"Input/Input/State=Disabled, Size=Large, Style=Outline/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:6959,"Input/Input/State=Disabled, Size=Large, Style=Outline/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1144,"Input/Input/State=Disabled, Size=Large, Style=Outline/Input/Left Content/Placeholder",Placeholder,Inter,400,16.0,#9EA2AE
🔵 Design System,64:1147,"Input/Input/State=Disabled, Size=Large, Style=Outline/Helper Text/Helper Text",Helper Text,Inter,400,14.0,#9EA2AE
🔵 Design System,2448:6946,"Input/Input/State=Success, Size=Large, Style=Outline/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:6947,"Input/Input/State=Success, Size=Large, Style=Outline/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1174,"Input/Input/State=Success, Size=Large, Style=Outline/Input/Left Content/Placeholder",Placeholder,Inter,400,16.0,#131927
🔵 Design System,64:1177,"Input/Input/State=Success, Size=Large, Style=Outline/Helper Text/Success Text",Success Text,Inter,400,14.0,#43B75D
🔵 Design System,2448:6952,"Input/Input/State=Info, Size=Large, Style=Outline/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:6953,"Input/Input/State=Info, Size=Large, Style=Outline/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1227,"Input/Input/State=Info, Size=Large, Style=Outline/Input/Left Content/Placeholder",Placeholder,Inter,400,16.0,#131927
🔵 Design System,64:1230,"Input/Input/State=Info, Size=Large, Style=Outline/Helper Text/Info Text",Info Text,Inter,400,14.0,#0095FF
🔵 Design System,2448:7004,"Input/Input/State=Warning, Size=Large, Style=Outline/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:7005,"Input/Input/State=Warning, Size=Large, Style=Outline/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1239,"Input/Input/State=Warning, Size=Large, Style=Outline/Input/Left Content/Placeholder",Placeholder,Inter,400,16.0,#131927
🔵 Design System,64:1242,"Input/Input/State=Warning, Size=Large, Style=Outline/Helper Text/Warning Text",Warning Text,Inter,400,14.0,#FFAA00
🔵 Design System,2448:6998,"Input/Input/State=Error, Size=Large, Style=Outline/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:6999,"Input/Input/State=Error, Size=Large, Style=Outline/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1251,"Input/Input/State=Error, Size=Large, Style=Outline/Input/Left Content/Placeholder",Placeholder,Inter,400,16.0,#131927
🔵 Design System,64:1254,"Input/Input/State=Error, Size=Large, Style=Outline/Helper Text/Error Text",Error Text,Inter,400,14.0,#EE443F
🔵 Design System,2448:6792,"Input/Input/State=Default, Size=Medium, Style=Outline/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:6793,"Input/Input/State=Default, Size=Medium, Style=Outline/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1515,"Input/Input/State=Default, Size=Medium, Style=Outline/Input/Left Content/Placeholder",Placeholder,Inter,400,14.0,#9EA2AE
🔵 Design System,64:1518,"Input/Input/State=Default, Size=Medium, Style=Outline/Helper Text/Helper Text",Helper Text,Inter,400,14.0,#9EA2AE
🔵 Design System,2448:6892,"Input/Input/State=Filled, Size=Medium, Style=Outline/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:6893,"Input/Input/State=Filled, Size=Medium, Style=Outline/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1525,"Input/Input/State=Filled, Size=Medium, Style=Outline/Input/Left Content/Placeholder",Placeholder,Inter,400,14.0,#131927
🔵 Design System,64:1528,"Input/Input/State=Filled, Size=Medium, Style=Outline/Helper Text/Helper Text",Helper Text,Inter,400,14.0,#9EA2AE
🔵 Design System,2448:6898,"Input/Input/State=Hover, Size=Medium, Style=Outline/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:6899,"Input/Input/State=Hover, Size=Medium, Style=Outline/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1535,"Input/Input/State=Hover, Size=Medium, Style=Outline/Input/Left Content/Placeholder",Placeholder,Inter,400,14.0,#9EA2AE
🔵 Design System,64:1538,"Input/Input/State=Hover, Size=Medium, Style=Outline/Helper Text/Helper Text",Helper Text,Inter,400,14.0,#9EA2AE
🔵 Design System,2448:6904,"Input/Input/State=Focus, Size=Medium, Style=Outline/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:6905,"Input/Input/State=Focus, Size=Medium, Style=Outline/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1545,"Input/Input/State=Focus, Size=Medium, Style=Outline/Input/Left Content/|Typing",|Typing,Inter,400,14.0,#131927
🔵 Design System,64:1548,"Input/Input/State=Focus, Size=Medium, Style=Outline/Helper Text/Helper Text",Helper Text,Inter,400,14.0,#4E61F6
🔵 Design System,2448:6910,"Input/Input/State=Disabled, Size=Medium, Style=Outline/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:6911,"Input/Input/State=Disabled, Size=Medium, Style=Outline/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1555,"Input/Input/State=Disabled, Size=Medium, Style=Outline/Input/Left Content/Placeholder",Placeholder,Inter,400,14.0,#9EA2AE
🔵 Design System,64:1558,"Input/Input/State=Disabled, Size=Medium, Style=Outline/Helper Text/Helper Text",Helper Text,Inter,400,14.0,#9EA2AE
🔵 Design System,2448:7040,"Input/Input/State=Success, Size=Medium, Style=Outline/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:7041,"Input/Input/State=Success, Size=Medium, Style=Outline/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1565,"Input/Input/State=Success, Size=Medium, Style=Outline/Input/Left Content/Placeholder",Placeholder,Inter,400,14.0,#131927
🔵 Design System,64:1568,"Input/Input/State=Success, Size=Medium, Style=Outline/Helper Text/Success Text",Success Text,Inter,400,14.0,#43B75D
🔵 Design System,2448:7034,"Input/Input/State=Info, Size=Medium, Style=Outline/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:7035,"Input/Input/State=Info, Size=Medium, Style=Outline/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1575,"Input/Input/State=Info, Size=Medium, Style=Outline/Input/Left Content/Placeholder",Placeholder,Inter,400,14.0,#131927
🔵 Design System,64:1578,"Input/Input/State=Info, Size=Medium, Style=Outline/Helper Text/Info Text",Info Text,Inter,400,14.0,#0095FF
🔵 Design System,2448:7028,"Input/Input/State=Warning, Size=Medium, Style=Outline/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:7029,"Input/Input/State=Warning, Size=Medium, Style=Outline/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1585,"Input/Input/State=Warning, Size=Medium, Style=Outline/Input/Left Content/Placeholder",Placeholder,Inter,400,14.0,#131927
🔵 Design System,64:1588,"Input/Input/State=Warning, Size=Medium, Style=Outline/Helper Text/Warning Text",Warning Text,Inter,400,14.0,#FFAA00
🔵 Design System,2448:7022,"Input/Input/State=Error, Size=Medium, Style=Outline/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:7023,"Input/Input/State=Error, Size=Medium, Style=Outline/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1595,"Input/Input/State=Error, Size=Medium, Style=Outline/Input/Left Content/Placeholder",Placeholder,Inter,400,14.0,#131927
🔵 Design System,64:1598,"Input/Input/State=Error, Size=Medium, Style=Outline/Helper Text/Error Text",Error Text,Inter,400,14.0,#EE443F
🔵 Design System,64:1260,"Input/Input/State=Default, Size=Large, Style=Filled/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:6770,"Input/Input/State=Default, Size=Large, Style=Filled/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1264,"Input/Input/State=Default, Size=Large, Style=Filled/Input/Left Content/Placeholder",Placeholder,Inter,400,16.0,#9EA2AE
🔵 Design System,64:1267,"Input/Input/State=Default, Size=Large, Style=Filled/Helper Text/Helper Text",Helper Text,Inter,400,14.0,#9EA2AE
🔵 Design System,2448:6838,"Input/Input/State=Filled, Size=Large, Style=Filled/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:6839,"Input/Input/State=Filled, Size=Large, Style=Filled/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1274,"Input/Input/State=Filled, Size=Large, Style=Filled/Input/Left Content/Placeholder",Placeholder,Inter,400,16.0,#131927
🔵 Design System,64:1277,"Input/Input/State=Filled, Size=Large, Style=Filled/Helper Text/Helper Text",Helper Text,Inter,400,14.0,#9EA2AE
🔵 Design System,2448:6850,"Input/Input/State=Hover, Size=Large, Style=Filled/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:6851,"Input/Input/State=Hover, Size=Large, Style=Filled/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1284,"Input/Input/State=Hover, Size=Large, Style=Filled/Input/Left Content/Placeholder",Placeholder,Inter,400,16.0,#9EA2AE
🔵 Design System,64:1287,"Input/Input/State=Hover, Size=Large, Style=Filled/Helper Text/Helper Text",Helper Text,Inter,400,14.0,#9EA2AE
🔵 Design System,2448:6868,"Input/Input/State=Focus, Size=Large, Style=Filled/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:6869,"Input/Input/State=Focus, Size=Large, Style=Filled/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1294,"Input/Input/State=Focus, Size=Large, Style=Filled/Input/Left Content/|Typing",|Typing,Inter,400,16.0,#131927
🔵 Design System,64:1297,"Input/Input/State=Focus, Size=Large, Style=Filled/Helper Text/Helper Text",Helper Text,Inter,400,14.0,#4E61F6
🔵 Design System,2448:6968,"Input/Input/State=Disabled, Size=Large, Style=Filled/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:6969,"Input/Input/State=Disabled, Size=Large, Style=Filled/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1304,"Input/Input/State=Disabled, Size=Large, Style=Filled/Input/Left Content/Placeholder",Placeholder,Inter,400,16.0,#9EA2AE
🔵 Design System,64:1307,"Input/Input/State=Disabled, Size=Large, Style=Filled/Helper Text/Helper Text",Helper Text,Inter,400,14.0,#9EA2AE
🔵 Design System,2448:6974,"Input/Input/State=Success, Size=Large, Style=Filled/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:6975,"Input/Input/State=Success, Size=Large, Style=Filled/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1314,"Input/Input/State=Success, Size=Large, Style=Filled/Input/Left Content/Placeholder",Placeholder,Inter,400,16.0,#131927
🔵 Design System,64:1317,"Input/Input/State=Success, Size=Large, Style=Filled/Helper Text/Success Text",Success Text,Inter,400,14.0,#43B75D
🔵 Design System,2448:6980,"Input/Input/State=Info, Size=Large, Style=Filled/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:6981,"Input/Input/State=Info, Size=Large, Style=Filled/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1324,"Input/Input/State=Info, Size=Large, Style=Filled/Input/Left Content/Placeholder",Placeholder,Inter,400,16.0,#131927
🔵 Design System,64:1327,"Input/Input/State=Info, Size=Large, Style=Filled/Helper Text/Info Text",Info Text,Inter,400,14.0,#0095FF
🔵 Design System,2448:6986,"Input/Input/State=Warning, Size=Large, Style=Filled/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:6987,"Input/Input/State=Warning, Size=Large, Style=Filled/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1334,"Input/Input/State=Warning, Size=Large, Style=Filled/Input/Left Content/Placeholder",Placeholder,Inter,400,16.0,#131927
🔵 Design System,64:1337,"Input/Input/State=Warning, Size=Large, Style=Filled/Helper Text/Warning Text",Warning Text,Inter,400,14.0,#FFAA00
🔵 Design System,2448:6992,"Input/Input/State=Error, Size=Large, Style=Filled/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:6993,"Input/Input/State=Error, Size=Large, Style=Filled/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1344,"Input/Input/State=Error, Size=Large, Style=Filled/Input/Left Content/Placeholder",Placeholder,Inter,400,16.0,#131927
🔵 Design System,64:1347,"Input/Input/State=Error, Size=Large, Style=Filled/Helper Text/Error Text",Error Text,Inter,400,14.0,#EE443F
🔵 Design System,2448:6787,"Input/Input/State=Default, Size=Medium, Style=Filled/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:6788,"Input/Input/State=Default, Size=Medium, Style=Filled/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1407,"Input/Input/State=Default, Size=Medium, Style=Filled/Input/Left Content/Placeholder",Placeholder,Inter,400,14.0,#9EA2AE
🔵 Design System,64:1410,"Input/Input/State=Default, Size=Medium, Style=Filled/Helper Text/Helper Text",Helper Text,Inter,400,14.0,#9EA2AE
🔵 Design System,2448:6874,"Input/Input/State=Filled, Size=Medium, Style=Filled/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:6875,"Input/Input/State=Filled, Size=Medium, Style=Filled/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1417,"Input/Input/State=Filled, Size=Medium, Style=Filled/Input/Left Content/Placeholder",Placeholder,Inter,400,14.0,#131927
🔵 Design System,64:1420,"Input/Input/State=Filled, Size=Medium, Style=Filled/Helper Text/Helper Text",Helper Text,Inter,400,14.0,#9EA2AE
🔵 Design System,2448:6880,"Input/Input/State=Hover, Size=Medium, Style=Filled/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:6881,"Input/Input/State=Hover, Size=Medium, Style=Filled/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1427,"Input/Input/State=Hover, Size=Medium, Style=Filled/Input/Left Content/Placeholder",Placeholder,Inter,400,14.0,#9EA2AE
🔵 Design System,64:1430,"Input/Input/State=Hover, Size=Medium, Style=Filled/Helper Text/Helper Text",Helper Text,Inter,400,14.0,#9EA2AE
🔵 Design System,2448:6886,"Input/Input/State=Focus, Size=Medium, Style=Filled/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:6887,"Input/Input/State=Focus, Size=Medium, Style=Filled/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1437,"Input/Input/State=Focus, Size=Medium, Style=Filled/Input/Left Content/|Typing",|Typing,Inter,400,14.0,#131927
🔵 Design System,64:1440,"Input/Input/State=Focus, Size=Medium, Style=Filled/Helper Text/Helper Text",Helper Text,Inter,400,14.0,#4E61F6
🔵 Design System,2448:6916,"Input/Input/State=Disabled, Size=Medium, Style=Filled/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:6917,"Input/Input/State=Disabled, Size=Medium, Style=Filled/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1447,"Input/Input/State=Disabled, Size=Medium, Style=Filled/Input/Left Content/Placeholder",Placeholder,Inter,400,14.0,#9EA2AE
🔵 Design System,64:1450,"Input/Input/State=Disabled, Size=Medium, Style=Filled/Helper Text/Helper Text",Helper Text,Inter,400,14.0,#9EA2AE
🔵 Design System,2448:6934,"Input/Input/State=Success, Size=Medium, Style=Filled/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:6935,"Input/Input/State=Success, Size=Medium, Style=Filled/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1457,"Input/Input/State=Success, Size=Medium, Style=Filled/Input/Left Content/Placeholder",Placeholder,Inter,400,14.0,#131927
🔵 Design System,64:1460,"Input/Input/State=Success, Size=Medium, Style=Filled/Helper Text/Success Text",Success Text,Inter,400,14.0,#43B75D
🔵 Design System,2448:6940,"Input/Input/State=Info, Size=Medium, Style=Filled/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:6941,"Input/Input/State=Info, Size=Medium, Style=Filled/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1467,"Input/Input/State=Info, Size=Medium, Style=Filled/Input/Left Content/Placeholder",Placeholder,Inter,400,14.0,#131927
🔵 Design System,64:1470,"Input/Input/State=Info, Size=Medium, Style=Filled/Helper Text/Info Text",Info Text,Inter,400,14.0,#0095FF
🔵 Design System,2448:7010,"Input/Input/State=Warning, Size=Medium, Style=Filled/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:7011,"Input/Input/State=Warning, Size=Medium, Style=Filled/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1477,"Input/Input/State=Warning, Size=Medium, Style=Filled/Input/Left Content/Placeholder",Placeholder,Inter,400,14.0,#131927
🔵 Design System,64:1480,"Input/Input/State=Warning, Size=Medium, Style=Filled/Helper Text/Warning Text",Warning Text,Inter,400,14.0,#FFAA00
🔵 Design System,2448:7016,"Input/Input/State=Error, Size=Medium, Style=Filled/Label/Frame 2147224761/Label/Label",Label,Inter,500,16.0,#131927
🔵 Design System,2448:7017,"Input/Input/State=Error, Size=Medium, Style=Filled/Label/Frame 2147224761/*",*,Inter,500,16.0,#EE443F
🔵 Design System,64:1487,"Input/Input/State=Error, Size=Medium, Style=Filled/Input/Left Content/Placeholder",Placeholder,Inter,400,14.0,#131927
🔵 Design System,64:1490,"Input/Input/State=Error, Size=Medium, Style=Filled/Helper Text/Error Text",Error Text,Inter,400,14.0,#EE443F
🔵 Design System,I2448:7043;64:1260,Input/Input/Label/Frame 2147224761/Label/Label,Label,Inter,500,16.0,#131927
🔵 Design System,I2448:7043;2448:6770,Input/Input/Label/Frame 2147224761/*,*,Inter,500,16.0,#EE443F
🔵 Design System,I2448:7043;64:1264,Input/Input/Input/Left Content/Placeholder,Placeholder,Inter,400,16.0,#9EA2AE
🔵 Design System,I2448:7043;64:1267,Input/Input/Helper Text/Helper Text,Helper Text,Inter,400,14.0,#9EA2AE
🔵 Design System,32:106,Button/Button,Button,Bai Jamjuree,600,48.0,#131927
🔵 Design System,36:655,Button/Size/Heading/Giant,Giant,Inter,400,16.0,#131927
🔵 Design System,36:656,Button/Size/Heading/Large,Large,Inter,400,16.0,#131927
🔵 Design System,36:657,Button/Size/Heading/Medium,Medium,Inter,400,16.0,#131927
🔵 Design System,36:658,Button/Size/Heading/Small,Small,Inter,400,16.0,#131927
🔵 Design System,36:659,Button/Size/Heading/Tiny,Tiny,Inter,400,16.0,#131927
🔵 Design System,36:665,Button/State/Default,Default,Inter,400,16.0,#131927
🔵 Design System,36:666,Button/State/Hover,Hover,Inter,400,16.0,#131927
🔵 Design System,36:667,Button/State/Focus,Focus,Inter,400,16.0,#131927
🔵 Design System,36:668,Button/State/Press,Press,Inter,400,16.0,#131927
🔵 Design System,36:669,Button/State/Disabled,Disabled,Inter,400,16.0,#131927
🔵 Design System,36:856,Button/State/Default,Default,Inter,400,16.0,#131927
🔵 Design System,36:857,Button/State/Hover,Hover,Inter,400,16.0,#131927
🔵 Design System,36:858,Button/State/Focus,Focus,Inter,400,16.0,#131927
🔵 Design System,36:859,Button/State/Press,Press,Inter,400,16.0,#131927
🔵 Design System,36:860,Button/State/Disabled,Disabled,Inter,400,16.0,#131927
🔵 Design System,36:1306,Button/State/Default,Default,Inter,400,16.0,#131927
🔵 Design System,36:1307,Button/State/Hover,Hover,Inter,400,16.0,#131927
🔵 Design System,36:1308,Button/State/Focus,Focus,Inter,400,16.0,#131927
🔵 Design System,36:1309,Button/State/Press,Press,Inter,400,16.0,#131927
🔵 Design System,36:1310,Button/State/Disabled,Disabled,Inter,400,16.0,#131927
🔵 Design System,2769:6072,Button/Device Button,Device Button,Inter,400,16.0,#131927
🔵 Design System,33:110,"Button/Button/Size=Giant, State=Default, Content=Icons + Text, Style=Filled/Text/Button",Button,Inter,600,18.0,#FFFFFF
🔵 Design System,36:187,"Button/Button/Size=Giant, State=Hover, Content=Icons + Text, Style=Filled/Text/Button",Button,Inter,600,18.0,#FFFFFF
🔵 Design System,36:292,"Button/Button/Size=Giant, State=Focus, Content=Icons + Text, Style=Filled/Text/Button",Button,Inter,600,18.0,#FFFFFF
🔵 Design System,34:1244,"Button/Button/Size=Large, State=Default, Content=Icons + Text, Style=Filled/Text/Button",Button,Inter,600,16.0,#FFFFFF
🔵 Design System,36:192,"Button/Button/Size=Large, State=Hover, Content=Icons + Text, Style=Filled/Text/Button",Button,Inter,600,16.0,#FFFFFF
🔵 Design System,36:297,"Button/Button/Size=Large, State=Focus, Content=Icons + Text, Style=Filled/Text/Button",Button,Inter,600,16.0,#FFFFFF
🔵 Design System,34:1258,"Button/Button/Size=Medium, State=Default, Content=Icons + Text, Style=Filled/Text/Button",Button,Inter,600,14.0,#FFFFFF
🔵 Design System,36:197,"Button/Button/Size=Medium, State=Hover, Content=Icons + Text, Style=Filled/Text/Button",Button,Inter,600,14.0,#FFFFFF
🔵 Design System,36:302,"Button/Button/Size=Medium, State=Focus, Content=Icons + Text, Style=Filled/Text/Button",Button,Inter,600,14.0,#FFFFFF
🔵 Design System,34:1272,"Button/Button/Size=Small, State=Default, Content=Icons + Text, Style=Filled/Text/Button",Button,Inter,600,12.0,#FFFFFF
🔵 Design System,36:202,"Button/Button/Size=Small, State=Hover, Content=Icons + Text, Style=Filled/Text/Button",Button,Inter,600,12.0,#FFFFFF
🔵 Design System,36:307,"Button/Button/Size=Small, State=Focus, Content=Icons + Text, Style=Filled/Text/Button",Button,Inter,600,12.0,#FFFFFF
🔵 Design System,34:1286,"Button/Button/Size=Tiny, State=Default, Content=Icons + Text, Style=Filled/Text/Button",Button,Inter,600,10.0,#FFFFFF
🔵 Design System,36:207,"Button/Button/Size=Tiny, State=Hover, Content=Icons + Text, Style=Filled/Text/Button",Button,Inter,600,10.0,#FFFFFF
🔵 Design System,36:312,"Button/Button/Size=Tiny, State=Focus, Content=Icons + Text, Style=Filled/Text/Button",Button,Inter,600,10.0,#FFFFFF
🔵 Design System,36:546,"Button/Button/Size=Giant, State=Press, Content=Icons + Text, Style=Filled/Text/Button",Button,Inter,600,18.0,#FFFFFF
🔵 Design System,36:551,"Button/Button/Size=Large, State=Press, Content=Icons + Text, Style=Filled/Text/Button",Button,Inter,600,16.0,#FFFFFF
