page,node_id,node_name,path,trigger,action,destination_id,navigation,transition_type,duration_ms,easing,direction,variable_id,variable_expr
Animate,2531:8370,-11,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Tracker/y/-11,ON_HOVER,SET_VARIABLE,,,,,,,927:140,($927:147 * $927:142)
Animate,2531:8370,-11,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Tracker/y/-11,ON_HOVER,SET_VARIABLE,,,,,,,927:149,($927:147 * $927:132)
Animate,2531:8370,-11,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Tracker/y/-11,ON_HOVER,SET_VARIABLE,,,,,,,927:134,($927:147 * $927:136)
Animate,2531:8370,-11,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Tracker/y/-11,ON_HOVER,SET_VARIABLE,,,,,,,927:144,($927:147 * $927:133)
Animate,2531:8370,-11,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Tracker/y/-11,ON_HOVER,SET_VARIABLE,,,,,,,927:130,($927:147 * $927:139)
Animate,2531:8371,-12,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Tracker/y/-12,(legacy),NAVIGATE,2531:8274,,,300.0,EASE_OUT,,,
Animate,2531:8371,-12,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Tracker/y/-12,ON_HOVER,NODE,2531:8274,CHANGE_TO,,,,,,
Animate,2531:8371,-12,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Tracker/y/-12,ON_HOVER,SET_VARIABLE,,,,,,,927:147,(($927:151 / 26) * 12)
Animate,2531:8371,-12,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Tracker/y/-12,ON_HOVER,SET_VARIABLE,,,,,,,927:147,NEGATE($927:147)
Animate,2531:8371,-12,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Tracker/y/-12,ON_HOVER,SET_VARIABLE,,,,,,,927:152,($927:147 * $927:145)
Animate,2531:8371,-12,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Tracker/y/-12,ON_HOVER,SET_VARIABLE,,,,,,,927:143,($927:147 * $927:153)
Animate,2531:8371,-12,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Tracker/y/-12,ON_HOVER,SET_VARIABLE,,,,,,,927:140,($927:147 * $927:142)
Animate,2531:8371,-12,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Tracker/y/-12,ON_HOVER,SET_VARIABLE,,,,,,,927:149,($927:147 * $927:132)
Animate,2531:8371,-12,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Tracker/y/-12,ON_HOVER,SET_VARIABLE,,,,,,,927:134,($927:147 * $927:136)
Animate,2531:8371,-12,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Tracker/y/-12,ON_HOVER,SET_VARIABLE,,,,,,,927:144,($927:147 * $927:133)
Animate,2531:8371,-12,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Tracker/y/-12,ON_HOVER,SET_VARIABLE,,,,,,,927:130,($927:147 * $927:139)
Animate,2531:8405,5,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Group 1410103544/Layer 5/5/5,(legacy),NAVIGATE,2531:8281,,,1500.0,EASE_IN_AND_OUT,,,
Animate,2531:8405,5,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Group 1410103544/Layer 5/5/5,AFTER_TIMEOUT(1.0ms),NODE,2531:8281,CHANGE_TO,SMART_ANIMATE,1500.0,EASE_IN_AND_OUT,,,
Animate,2531:8406,5,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Group 1410103544/Layer 5/5/5,(legacy),NAVIGATE,2531:8281,,,900.0,EASE_IN_AND_OUT,,,
Animate,2531:8406,5,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Group 1410103544/Layer 5/5/5,AFTER_TIMEOUT(1000.0ms),NODE,2531:8281,CHANGE_TO,SMART_ANIMATE,900.0,EASE_IN_AND_OUT,,,
Animate,2531:8407,5,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Group 1410103544/Layer 5/5/5,(legacy),NAVIGATE,2531:8277,,,1500.0,EASE_IN_AND_OUT,,,
Animate,2531:8407,5,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Group 1410103544/Layer 5/5/5,AFTER_TIMEOUT(1.0ms),NODE,2531:8277,CHANGE_TO,SMART_ANIMATE,1500.0,EASE_IN_AND_OUT,,,
Animate,2531:8408,5,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Group 1410103544/Layer 5/5/5,(legacy),NAVIGATE,2531:8277,,,1500.0,EASE_IN_AND_OUT,,,
Animate,2531:8408,5,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Group 1410103544/Layer 5/5/5,AFTER_TIMEOUT(1.0ms),NODE,2531:8277,CHANGE_TO,SMART_ANIMATE,1500.0,EASE_IN_AND_OUT,,,
Animate,2531:8409,5,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Group 1410103544/Layer 5/5/5,(legacy),NAVIGATE,2531:8281,,,1500.0,EASE_IN_AND_OUT,,,
Animate,2531:8409,5,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Group 1410103544/Layer 5/5/5,AFTER_TIMEOUT(500.0ms),NODE,2531:8281,CHANGE_TO,SMART_ANIMATE,1500.0,EASE_IN_AND_OUT,,,
Animate,2531:8410,5,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Group 1410103544/Layer 5/5/5,(legacy),NAVIGATE,2531:8277,,,1500.0,EASE_IN_AND_OUT,,,
Animate,2531:8410,5,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Group 1410103544/Layer 5/5/5,AFTER_TIMEOUT(1.0ms),NODE,2531:8277,CHANGE_TO,SMART_ANIMATE,1500.0,EASE_IN_AND_OUT,,,
Animate,2531:8411,5,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Group 1410103544/Layer 5/5/5,(legacy),NAVIGATE,2531:8281,,,2000.0,EASE_IN_AND_OUT,,,
Animate,2531:8411,5,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Group 1410103544/Layer 5/5/5,AFTER_TIMEOUT(400.0ms),NODE,2531:8281,CHANGE_TO,SMART_ANIMATE,2000.0,EASE_IN_AND_OUT,,,
Animate,2531:8422,4,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Group 1410103544/Layer 4/4/4,(legacy),NAVIGATE,2531:8288,,,700.0,LINEAR,,,
Animate,2531:8422,4,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Group 1410103544/Layer 4/4/4,AFTER_TIMEOUT(1.0ms),NODE,2531:8288,CHANGE_TO,SMART_ANIMATE,700.0,LINEAR,,,
Animate,2531:8425,3,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Group 1410103544/Layer 3/3/3,(legacy),NAVIGATE,2531:8300,,,3000.0,EASE_IN_AND_OUT,,,
Animate,2531:8425,3,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Group 1410103544/Layer 3/3/3,AFTER_TIMEOUT(1.0ms),NODE,2531:8300,CHANGE_TO,SMART_ANIMATE,3000.0,EASE_IN_AND_OUT,,,
Animate,2531:8426,3,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Group 1410103544/Layer 3/3/3,(legacy),NAVIGATE,2531:8300,,,3000.0,EASE_IN_AND_OUT,,,
Animate,2531:8426,3,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Group 1410103544/Layer 3/3/3,AFTER_TIMEOUT(750.0ms),NODE,2531:8300,CHANGE_TO,SMART_ANIMATE,3000.0,EASE_IN_AND_OUT,,,
Animate,2531:8427,3,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Group 1410103544/Layer 3/3/3,(legacy),NAVIGATE,2531:8300,,,2000.0,EASE_IN_AND_OUT,,,
Animate,2531:8427,3,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Group 1410103544/Layer 3/3/3,AFTER_TIMEOUT(300.0ms),NODE,2531:8300,CHANGE_TO,SMART_ANIMATE,2000.0,EASE_IN_AND_OUT,,,
Animate,2531:8430,2,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Group 1410103544/Layer 2/2/2,(legacy),NAVIGATE,2531:8294,,,8500.0,EASE_IN_AND_OUT,,,
Animate,2531:8430,2,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Group 1410103544/Layer 2/2/2,AFTER_TIMEOUT(1.0ms),NODE,2531:8294,CHANGE_TO,SMART_ANIMATE,8500.0,EASE_IN_AND_OUT,,,
Animate,2531:8431,2,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Group 1410103544/Layer 2/2/2,(legacy),NAVIGATE,2531:8294,,,10000.0,EASE_IN_AND_OUT,,,
Animate,2531:8431,2,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Group 1410103544/Layer 2/2/2,AFTER_TIMEOUT(1.0ms),NODE,2531:8294,CHANGE_TO,SMART_ANIMATE,10000.0,EASE_IN_AND_OUT,,,
Animate,2531:8432,2,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Group 1410103544/Layer 2/2/2,(legacy),NAVIGATE,2531:8294,,,7000.0,EASE_IN_AND_OUT,,,
Animate,2531:8432,2,Tracking1/Component 3/Property 1=Desk/Demo Camera Lock/Group 1410103544/Layer 2/2/2,AFTER_TIMEOUT(1.0ms),NODE,2531:8294,CHANGE_TO,SMART_ANIMATE,7000.0,EASE_IN_AND_OUT,,,
Animate,2531:8453,20,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/20,ON_HOVER,SET_VARIABLE,,,,,,,927:148,(($927:154 / 40) * 20)
Animate,2531:8453,20,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/20,ON_HOVER,SET_VARIABLE,,,,,,,927:138,($927:148 * $927:145)
Animate,2531:8453,20,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/20,ON_HOVER,SET_VARIABLE,,,,,,,927:146,($927:148 * $927:153)
Animate,2531:8453,20,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/20,ON_HOVER,SET_VARIABLE,,,,,,,927:141,($927:148 * $927:142)
Animate,2531:8453,20,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/20,ON_HOVER,SET_VARIABLE,,,,,,,927:137,($927:148 * $927:132)
Animate,2531:8453,20,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/20,ON_HOVER,SET_VARIABLE,,,,,,,927:135,($927:148 * $927:136)
Animate,2531:8453,20,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/20,ON_HOVER,SET_VARIABLE,,,,,,,927:150,($927:148 * $927:133)
Animate,2531:8453,20,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/20,ON_HOVER,SET_VARIABLE,,,,,,,927:131,($927:148 * $927:139)
Animate,2531:8454,19,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/19,ON_HOVER,SET_VARIABLE,,,,,,,927:148,(($927:154 / 40) * 19)
Animate,2531:8454,19,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/19,ON_HOVER,SET_VARIABLE,,,,,,,927:138,($927:148 * $927:145)
Animate,2531:8454,19,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/19,ON_HOVER,SET_VARIABLE,,,,,,,927:146,($927:148 * $927:153)
Animate,2531:8454,19,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/19,ON_HOVER,SET_VARIABLE,,,,,,,927:141,($927:148 * $927:142)
Animate,2531:8454,19,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/19,ON_HOVER,SET_VARIABLE,,,,,,,927:137,($927:148 * $927:132)
Animate,2531:8454,19,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/19,ON_HOVER,SET_VARIABLE,,,,,,,927:135,($927:148 * $927:136)
Animate,2531:8454,19,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/19,ON_HOVER,SET_VARIABLE,,,,,,,927:150,($927:148 * $927:133)
Animate,2531:8454,19,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/19,ON_HOVER,SET_VARIABLE,,,,,,,927:131,($927:148 * $927:139)
Animate,2531:8455,18,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/18,ON_HOVER,SET_VARIABLE,,,,,,,927:148,(($927:154 / 40) * 18)
Animate,2531:8455,18,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/18,ON_HOVER,SET_VARIABLE,,,,,,,927:138,($927:148 * $927:145)
Animate,2531:8455,18,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/18,ON_HOVER,SET_VARIABLE,,,,,,,927:146,($927:148 * $927:153)
Animate,2531:8455,18,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/18,ON_HOVER,SET_VARIABLE,,,,,,,927:141,($927:148 * $927:142)
Animate,2531:8455,18,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/18,ON_HOVER,SET_VARIABLE,,,,,,,927:137,($927:148 * $927:132)
Animate,2531:8455,18,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/18,ON_HOVER,SET_VARIABLE,,,,,,,927:135,($927:148 * $927:136)
Animate,2531:8455,18,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/18,ON_HOVER,SET_VARIABLE,,,,,,,927:150,($927:148 * $927:133)
Animate,2531:8455,18,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/18,ON_HOVER,SET_VARIABLE,,,,,,,927:131,($927:148 * $927:139)
Animate,2531:8456,17,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/17,ON_HOVER,SET_VARIABLE,,,,,,,927:148,(($927:154 / 40) * 17)
Animate,2531:8456,17,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/17,ON_HOVER,SET_VARIABLE,,,,,,,927:138,($927:148 * $927:145)
Animate,2531:8456,17,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/17,ON_HOVER,SET_VARIABLE,,,,,,,927:146,($927:148 * $927:153)
Animate,2531:8456,17,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/17,ON_HOVER,SET_VARIABLE,,,,,,,927:141,($927:148 * $927:142)
Animate,2531:8456,17,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/17,ON_HOVER,SET_VARIABLE,,,,,,,927:137,($927:148 * $927:132)
Animate,2531:8456,17,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/17,ON_HOVER,SET_VARIABLE,,,,,,,927:135,($927:148 * $927:136)
Animate,2531:8456,17,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/17,ON_HOVER,SET_VARIABLE,,,,,,,927:150,($927:148 * $927:133)
Animate,2531:8456,17,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/17,ON_HOVER,SET_VARIABLE,,,,,,,927:131,($927:148 * $927:139)
Animate,2531:8457,16,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/16,ON_HOVER,SET_VARIABLE,,,,,,,927:148,(($927:154 / 40) * 16)
Animate,2531:8457,16,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/16,ON_HOVER,SET_VARIABLE,,,,,,,927:138,($927:148 * $927:145)
Animate,2531:8457,16,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/16,ON_HOVER,SET_VARIABLE,,,,,,,927:146,($927:148 * $927:153)
Animate,2531:8457,16,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/16,ON_HOVER,SET_VARIABLE,,,,,,,927:141,($927:148 * $927:142)
Animate,2531:8457,16,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/16,ON_HOVER,SET_VARIABLE,,,,,,,927:137,($927:148 * $927:132)
Animate,2531:8457,16,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/16,ON_HOVER,SET_VARIABLE,,,,,,,927:135,($927:148 * $927:136)
Animate,2531:8457,16,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/16,ON_HOVER,SET_VARIABLE,,,,,,,927:150,($927:148 * $927:133)
Animate,2531:8457,16,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/16,ON_HOVER,SET_VARIABLE,,,,,,,927:131,($927:148 * $927:139)
Animate,2531:8458,15,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/15,ON_HOVER,SET_VARIABLE,,,,,,,927:148,(($927:154 / 40) * 15)
Animate,2531:8458,15,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/15,ON_HOVER,SET_VARIABLE,,,,,,,927:138,($927:148 * $927:145)
Animate,2531:8458,15,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/15,ON_HOVER,SET_VARIABLE,,,,,,,927:146,($927:148 * $927:153)
Animate,2531:8458,15,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/15,ON_HOVER,SET_VARIABLE,,,,,,,927:141,($927:148 * $927:142)
Animate,2531:8458,15,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/15,ON_HOVER,SET_VARIABLE,,,,,,,927:137,($927:148 * $927:132)
Animate,2531:8458,15,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/15,ON_HOVER,SET_VARIABLE,,,,,,,927:135,($927:148 * $927:136)
Animate,2531:8458,15,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/15,ON_HOVER,SET_VARIABLE,,,,,,,927:150,($927:148 * $927:133)
Animate,2531:8458,15,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/15,ON_HOVER,SET_VARIABLE,,,,,,,927:131,($927:148 * $927:139)
Animate,2531:8459,14,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/14,ON_HOVER,SET_VARIABLE,,,,,,,927:148,(($927:154 / 40) * 14)
Animate,2531:8459,14,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/14,ON_HOVER,SET_VARIABLE,,,,,,,927:138,($927:148 * $927:145)
Animate,2531:8459,14,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/14,ON_HOVER,SET_VARIABLE,,,,,,,927:146,($927:148 * $927:153)
Animate,2531:8459,14,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/14,ON_HOVER,SET_VARIABLE,,,,,,,927:141,($927:148 * $927:142)
Animate,2531:8459,14,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/14,ON_HOVER,SET_VARIABLE,,,,,,,927:137,($927:148 * $927:132)
Animate,2531:8459,14,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/14,ON_HOVER,SET_VARIABLE,,,,,,,927:135,($927:148 * $927:136)
Animate,2531:8459,14,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/14,ON_HOVER,SET_VARIABLE,,,,,,,927:150,($927:148 * $927:133)
Animate,2531:8459,14,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/14,ON_HOVER,SET_VARIABLE,,,,,,,927:131,($927:148 * $927:139)
Animate,2531:8460,13,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/13,ON_HOVER,SET_VARIABLE,,,,,,,927:148,(($927:154 / 40) * 13)
Animate,2531:8460,13,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/13,ON_HOVER,SET_VARIABLE,,,,,,,927:138,($927:148 * $927:145)
Animate,2531:8460,13,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/13,ON_HOVER,SET_VARIABLE,,,,,,,927:146,($927:148 * $927:153)
Animate,2531:8460,13,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/13,ON_HOVER,SET_VARIABLE,,,,,,,927:141,($927:148 * $927:142)
Animate,2531:8460,13,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/13,ON_HOVER,SET_VARIABLE,,,,,,,927:137,($927:148 * $927:132)
Animate,2531:8460,13,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/13,ON_HOVER,SET_VARIABLE,,,,,,,927:135,($927:148 * $927:136)
Animate,2531:8460,13,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/13,ON_HOVER,SET_VARIABLE,,,,,,,927:150,($927:148 * $927:133)
Animate,2531:8460,13,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/13,ON_HOVER,SET_VARIABLE,,,,,,,927:131,($927:148 * $927:139)
Animate,2531:8461,12,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/12,ON_HOVER,SET_VARIABLE,,,,,,,927:148,(($927:154 / 40) * 12)
Animate,2531:8461,12,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/12,ON_HOVER,SET_VARIABLE,,,,,,,927:138,($927:148 * $927:145)
Animate,2531:8461,12,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/12,ON_HOVER,SET_VARIABLE,,,,,,,927:146,($927:148 * $927:153)
Animate,2531:8461,12,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/12,ON_HOVER,SET_VARIABLE,,,,,,,927:141,($927:148 * $927:142)
Animate,2531:8461,12,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/12,ON_HOVER,SET_VARIABLE,,,,,,,927:137,($927:148 * $927:132)
Animate,2531:8461,12,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/12,ON_HOVER,SET_VARIABLE,,,,,,,927:135,($927:148 * $927:136)
Animate,2531:8461,12,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/12,ON_HOVER,SET_VARIABLE,,,,,,,927:150,($927:148 * $927:133)
Animate,2531:8461,12,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/12,ON_HOVER,SET_VARIABLE,,,,,,,927:131,($927:148 * $927:139)
Animate,2531:8462,11,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/11,ON_HOVER,SET_VARIABLE,,,,,,,927:148,(($927:154 / 40) * 11)
Animate,2531:8462,11,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/11,ON_HOVER,SET_VARIABLE,,,,,,,927:138,($927:148 * $927:145)
Animate,2531:8462,11,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/11,ON_HOVER,SET_VARIABLE,,,,,,,927:146,($927:148 * $927:153)
Animate,2531:8462,11,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/11,ON_HOVER,SET_VARIABLE,,,,,,,927:141,($927:148 * $927:142)
Animate,2531:8462,11,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/11,ON_HOVER,SET_VARIABLE,,,,,,,927:137,($927:148 * $927:132)
Animate,2531:8462,11,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/11,ON_HOVER,SET_VARIABLE,,,,,,,927:135,($927:148 * $927:136)
Animate,2531:8462,11,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/11,ON_HOVER,SET_VARIABLE,,,,,,,927:150,($927:148 * $927:133)
Animate,2531:8462,11,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/11,ON_HOVER,SET_VARIABLE,,,,,,,927:131,($927:148 * $927:139)
Animate,2531:8463,10,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/10,ON_HOVER,SET_VARIABLE,,,,,,,927:148,(($927:154 / 40) * 10)
Animate,2531:8463,10,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/10,ON_HOVER,SET_VARIABLE,,,,,,,927:138,($927:148 * $927:145)
Animate,2531:8463,10,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/10,ON_HOVER,SET_VARIABLE,,,,,,,927:146,($927:148 * $927:153)
Animate,2531:8463,10,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/10,ON_HOVER,SET_VARIABLE,,,,,,,927:141,($927:148 * $927:142)
Animate,2531:8463,10,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/10,ON_HOVER,SET_VARIABLE,,,,,,,927:137,($927:148 * $927:132)
Animate,2531:8463,10,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/10,ON_HOVER,SET_VARIABLE,,,,,,,927:135,($927:148 * $927:136)
Animate,2531:8463,10,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/10,ON_HOVER,SET_VARIABLE,,,,,,,927:150,($927:148 * $927:133)
Animate,2531:8463,10,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/10,ON_HOVER,SET_VARIABLE,,,,,,,927:131,($927:148 * $927:139)
Animate,2531:8464,9,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/9,ON_HOVER,SET_VARIABLE,,,,,,,927:148,(($927:154 / 40) * 9)
Animate,2531:8464,9,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/9,ON_HOVER,SET_VARIABLE,,,,,,,927:138,($927:148 * $927:145)
Animate,2531:8464,9,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/9,ON_HOVER,SET_VARIABLE,,,,,,,927:146,($927:148 * $927:153)
Animate,2531:8464,9,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/9,ON_HOVER,SET_VARIABLE,,,,,,,927:141,($927:148 * $927:142)
Animate,2531:8464,9,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/9,ON_HOVER,SET_VARIABLE,,,,,,,927:137,($927:148 * $927:132)
Animate,2531:8464,9,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/9,ON_HOVER,SET_VARIABLE,,,,,,,927:135,($927:148 * $927:136)
Animate,2531:8464,9,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/9,ON_HOVER,SET_VARIABLE,,,,,,,927:150,($927:148 * $927:133)
Animate,2531:8464,9,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/9,ON_HOVER,SET_VARIABLE,,,,,,,927:131,($927:148 * $927:139)
Animate,2531:8465,8,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/8,ON_HOVER,SET_VARIABLE,,,,,,,927:148,(($927:154 / 40) * 8)
Animate,2531:8465,8,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/8,ON_HOVER,SET_VARIABLE,,,,,,,927:138,($927:148 * $927:145)
Animate,2531:8465,8,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/8,ON_HOVER,SET_VARIABLE,,,,,,,927:146,($927:148 * $927:153)
Animate,2531:8465,8,Tracking1/Component 3/Property 1=Tb/Demo Camera Lock/Tracker/X/8,ON_HOVER,SET_VARIABLE,,,,,,,927:141,($927:148 * $927:142)
